date,home_team,away_team,home_goals,away_goals,competition,season
2016-02-13,Werder Bremen,Hoffenheim,1.0,1.0,D1,2015-2016
2016-02-13,Bournemouth,Stoke,1.0,3.0,E0,2015-2016
2016-02-13,Chievo,Sassuolo,1.0,1.0,I1,2015-2016
2016-02-13,Empoli,Frosinone,1.0,2.0,I1,2015-2016
2016-02-13,Juventus,Napoli,1.0,0.0,I1,2015-2016
2016-02-13,Villarreal,Malaga,1.0,0.0,SP1,2015-2016
2016-02-13,Valencia,Espanol,2.0,1.0,SP1,2015-2016
2016-02-13,Real Madrid,Ath Bilbao,4.0,2.0,SP1,2015-2016
2016-02-13,La Coruna,Betis,2.0,2.0,SP1,2015-2016
2016-02-13,Wolfsburg,Ingolstadt,2.0,0.0,D1,2015-2016
2016-02-13,Stuttgart,Hertha,2.0,0.0,D1,2015-2016
2016-02-13,Swansea,Southampton,0.0,1.0,E0,2015-2016
2016-02-13,Everton,West Brom,0.0,1.0,E0,2015-2016
2016-02-13,Norwich,West Ham,2.0,2.0,E0,2015-2016
2016-02-13,Sunderland,Man United,2.0,1.0,E0,2015-2016
2016-02-13,Crystal Palace,Watford,1.0,2.0,E0,2015-2016
2016-02-13,Chelsea,Newcastle,5.0,1.0,E0,2015-2016
2016-02-14,Arsenal,Leicester,2.0,1.0,E0,2015-2016
2016-02-14,Lyon,Caen,4.0,1.0,F1,2015-2016
2016-02-14,Nice,Marseille,1.0,1.0,F1,2015-2016
2016-02-14,Man City,Tottenham,1.0,2.0,E0,2015-2016
2016-02-14,Getafe,Ath Madrid,0.0,1.0,SP1,2015-2016
2016-02-14,Sevilla,Las Palmas,2.0,0.0,SP1,2015-2016
2016-02-14,Sociedad,Granada,3.0,0.0,SP1,2015-2016
2016-02-14,St Etienne,Monaco,1.0,1.0,F1,2015-2016
2016-02-14,Palermo,Torino,1.0,3.0,I1,2015-2016
2016-02-14,Milan,Genoa,2.0,1.0,I1,2015-2016
2016-02-14,Fiorentina,Inter,2.0,1.0,I1,2015-2016
2016-02-14,Hamburg,M'gladbach,3.0,2.0,D1,2015-2016
2016-02-14,Augsburg,Bayern Munich,1.0,3.0,D1,2015-2016
2016-02-14,Aston Villa,Liverpool,0.0,6.0,E0,2015-2016
2016-02-14,Sampdoria,Atalanta,0.0,0.0,I1,2015-2016
2016-02-14,Udinese,Bologna,0.0,1.0,I1,2015-2016
2016-02-14,Barcelona,Celta,6.0,1.0,SP1,2015-2016
2016-02-14,Eibar,Levante,2.0,0.0,SP1,2015-2016
2016-02-17,Sp Gijon,Barcelona,1.0,3.0,SP1,2015-2016
2016-02-19,Levante,Getafe,3.0,0.0,SP1,2015-2016
2016-02-19,Ein Frankfurt,Hamburg,0.0,0.0,D1,2015-2016
2016-02-19,Bordeaux,Nice,0.0,0.0,F1,2015-2016
2016-02-19,Bologna,Juventus,0.0,0.0,I1,2015-2016
2016-02-20,Betis,Sp Gijon,1.0,1.0,SP1,2015-2016
2016-02-20,Celta,Eibar,3.0,2.0,SP1,2015-2016
2016-02-20,Verona,Chievo,3.0,1.0,I1,2015-2016
2016-02-20,Ingolstadt,Werder Bremen,2.0,0.0,D1,2015-2016
2016-02-20,Hoffenheim,Mainz,3.0,2.0,D1,2015-2016
2016-02-20,Espanol,La Coruna,1.0,0.0,SP1,2015-2016
2016-02-20,Bayern Munich,Darmstadt,3.0,1.0,D1,2015-2016
2016-02-20,Inter,Sampdoria,3.0,1.0,I1,2015-2016
2016-02-20,M'gladbach,FC Koln,1.0,0.0,D1,2015-2016
2016-02-20,Hertha,Wolfsburg,1.0,1.0,D1,2015-2016
2016-02-20,Las Palmas,Barcelona,1.0,2.0,SP1,2015-2016
2016-02-20,Lorient,Guingamp,4.0,3.0,F1,2015-2016
2016-02-20,Toulouse,Ajaccio GFCO,1.0,1.0,F1,2015-2016
2016-02-20,Paris SG,Reims,4.0,1.0,F1,2015-2016
2016-02-20,Monaco,Troyes,3.0,1.0,F1,2015-2016
2016-02-20,Angers,Montpellier,2.0,3.0,F1,2015-2016
2016-02-21,Marseille,St Etienne,1.0,1.0,F1,2015-2016
2016-02-21,Lille,Lyon,1.0,0.0,F1,2015-2016
2016-02-21,Caen,Rennes,1.0,0.0,F1,2015-2016
2016-02-21,Vallecano,Sevilla,2.0,2.0,SP1,2015-2016
2016-02-21,Atalanta,Fiorentina,2.0,3.0,I1,2015-2016
2016-02-21,Frosinone,Lazio,0.0,0.0,I1,2015-2016
2016-02-21,Genoa,Udinese,2.0,1.0,I1,2015-2016
2016-02-21,Roma,Palermo,5.0,0.0,I1,2015-2016
2016-02-21,Sassuolo,Empoli,3.0,2.0,I1,2015-2016
2016-02-21,Torino,Carpi,0.0,0.0,I1,2015-2016
2016-02-21,Hannover,Augsburg,0.0,1.0,D1,2015-2016
2016-02-21,Schalke 04,Stuttgart,1.0,1.0,D1,2015-2016
2016-02-21,Leverkusen,Dortmund,0.0,1.0,D1,2015-2016
2016-02-21,Malaga,Real Madrid,1.0,1.0,SP1,2015-2016
2016-02-21,Ath Madrid,Villarreal,0.0,0.0,SP1,2015-2016
2016-02-21,Ath Bilbao,Sociedad,0.0,1.0,SP1,2015-2016
2016-02-21,Granada,Valencia,1.0,2.0,SP1,2015-2016
2016-02-22,Napoli,Milan,1.0,1.0,I1,2015-2016
2016-02-26,Eibar,Las Palmas,0.0,1.0,SP1,2015-2016
2016-02-26,FC Koln,Hertha,0.0,1.0,D1,2015-2016
2016-02-26,Nice,Bastia,0.0,2.0,F1,2015-2016
2016-02-27,Southampton,Chelsea,1.0,2.0,E0,2015-2016
2016-02-27,Sp Gijon,Espanol,2.0,4.0,SP1,2015-2016
2016-02-27,Leicester,Norwich,1.0,0.0,E0,2015-2016
2016-02-27,Getafe,Celta,0.0,1.0,SP1,2015-2016
2016-02-27,Betis,Vallecano,2.0,2.0,SP1,2015-2016
2016-02-27,Empoli,Roma,1.0,3.0,I1,2015-2016
2016-02-27,Milan,Torino,1.0,0.0,I1,2015-2016
2016-02-27,West Ham,Sunderland,1.0,0.0,E0,2015-2016
2016-02-27,Real Madrid,Ath Madrid,0.0,1.0,SP1,2015-2016
2016-02-27,Sociedad,Malaga,1.0,1.0,SP1,2015-2016
2016-02-27,Troyes,Lorient,0.0,1.0,F1,2015-2016
2016-02-27,Montpellier,Lille,3.0,0.0,F1,2015-2016
2016-02-27,Reims,Bordeaux,4.0,1.0,F1,2015-2016
2016-02-27,Watford,Bournemouth,0.0,0.0,E0,2015-2016
2016-02-27,Stoke,Aston Villa,2.0,1.0,E0,2015-2016
2016-02-27,Hamburg,Ingolstadt,1.0,1.0,D1,2015-2016
2016-02-27,Stuttgart,Hannover,1.0,2.0,D1,2015-2016
2016-02-27,Werder Bremen,Darmstadt,2.0,2.0,D1,2015-2016
2016-02-27,Wolfsburg,Bayern Munich,0.0,2.0,D1,2015-2016
2016-02-27,Toulouse,Rennes,1.0,2.0,F1,2015-2016
2016-02-27,West Brom,Crystal Palace,3.0,2.0,E0,2015-2016
2016-02-27,Guingamp,Angers,2.0,2.0,F1,2015-2016
2016-02-28,Carpi,Atalanta,1.0,1.0,I1,2015-2016
2016-02-28,Chievo,Genoa,1.0,0.0,I1,2015-2016
2016-02-28,Juventus,Inter,2.0,0.0,I1,2015-2016
2016-02-28,Palermo,Bologna,0.0,0.0,I1,2015-2016
2016-02-28,La Coruna,Granada,0.0,1.0,SP1,2015-2016
2016-02-28,Sampdoria,Frosinone,2.0,0.0,I1,2015-2016
2016-02-28,Valencia,Ath Bilbao,0.0,3.0,SP1,2015-2016
2016-02-28,Augsburg,M'gladbach,2.0,2.0,D1,2015-2016
2016-02-28,Dortmund,Hoffenheim,3.0,1.0,D1,2015-2016
2016-02-28,Ein Frankfurt,Schalke 04,0.0,0.0,D1,2015-2016
2016-02-28,Mainz,Leverkusen,3.0,1.0,D1,2015-2016
2016-02-28,Barcelona,Sevilla,2.0,1.0,SP1,2015-2016
2016-02-28,Udinese,Verona,2.0,0.0,I1,2015-2016
2016-02-28,Villarreal,Levante,3.0,0.0,SP1,2015-2016
2016-02-28,St Etienne,Caen,1.0,2.0,F1,2015-2016
2016-02-28,Nantes,Monaco,0.0,0.0,F1,2015-2016
2016-02-28,Lyon,Paris SG,2.0,1.0,F1,2015-2016
2016-02-28,Tottenham,Swansea,2.0,1.0,E0,2015-2016
2016-02-28,Man United,Arsenal,3.0,2.0,E0,2015-2016
2016-02-29,Lazio,Sassuolo,0.0,2.0,I1,2015-2016
2016-02-29,Fiorentina,Napoli,1.0,1.0,I1,2015-2016
2016-03-01,Las Palmas,Getafe,4.0,0.0,SP1,2015-2016
2016-03-01,Ath Madrid,Sociedad,3.0,0.0,SP1,2015-2016
2016-03-01,Ingolstadt,FC Koln,1.0,1.0,D1,2015-2016
2016-03-01,Aston Villa,Everton,1.0,3.0,E0,2015-2016
2016-03-01,Leicester,West Brom,2.0,2.0,E0,2015-2016
2016-03-01,Norwich,Chelsea,1.0,2.0,E0,2015-2016
2016-03-01,Sunderland,Crystal Palace,2.0,2.0,E0,2015-2016
2016-03-01,Hannover,Wolfsburg,0.0,4.0,D1,2015-2016
2016-03-01,Bournemouth,Southampton,2.0,0.0,E0,2015-2016
2016-03-02,Levante,Real Madrid,1.0,3.0,SP1,2015-2016
2016-03-02,Bayern Munich,Mainz,1.0,2.0,D1,2015-2016
2016-03-02,Sevilla,Eibar,1.0,0.0,SP1,2015-2016
2016-03-02,M'gladbach,Stuttgart,4.0,0.0,D1,2015-2016
2016-03-02,Schalke 04,Hamburg,3.0,2.0,D1,2015-2016
2016-03-02,Celta,Villarreal,0.0,0.0,SP1,2015-2016
2016-03-02,Malaga,Valencia,1.0,2.0,SP1,2015-2016
2016-03-02,Arsenal,Swansea,1.0,2.0,E0,2015-2016
2016-03-02,Darmstadt,Dortmund,0.0,2.0,D1,2015-2016
2016-03-02,Hertha,Ein Frankfurt,2.0,0.0,D1,2015-2016
2016-03-02,Hoffenheim,Augsburg,2.0,1.0,D1,2015-2016
2016-03-02,Leverkusen,Werder Bremen,1.0,4.0,D1,2015-2016
2016-03-02,Ath Bilbao,La Coruna,4.0,1.0,SP1,2015-2016
2016-03-02,Liverpool,Man City,3.0,0.0,E0,2015-2016
2016-03-02,Man United,Watford,1.0,0.0,E0,2015-2016
2016-03-02,Stoke,Newcastle,1.0,0.0,E0,2015-2016
2016-03-02,West Ham,Tottenham,1.0,0.0,E0,2015-2016
2016-03-03,Espanol,Betis,0.0,3.0,SP1,2015-2016
2016-03-03,Granada,Sp Gijon,2.0,0.0,SP1,2015-2016
2016-03-03,Vallecano,Barcelona,1.0,5.0,SP1,2015-2016
2016-03-04,Roma,Fiorentina,4.0,1.0,I1,2015-2016
2016-03-04,Caen,Monaco,2.0,2.0,F1,2015-2016
2016-03-05,Paris SG,Montpellier,0.0,0.0,F1,2015-2016
2016-03-05,Napoli,Chievo,3.0,1.0,I1,2015-2016
2016-03-05,Nice,Troyes,2.0,1.0,F1,2015-2016
2016-03-05,Newcastle,Bournemouth,1.0,3.0,E0,2015-2016
2016-03-05,Bordeaux,Ajaccio GFCO,1.0,1.0,F1,2015-2016
2016-03-05,Bastia,Lorient,0.0,0.0,F1,2015-2016
2016-03-05,Angers,St Etienne,0.0,0.0,F1,2015-2016
2016-03-05,Verona,Sampdoria,0.0,3.0,I1,2015-2016
2016-03-05,Man City,Aston Villa,4.0,0.0,E0,2015-2016
2016-03-05,Lille,Reims,2.0,0.0,F1,2015-2016
2016-03-05,Wolfsburg,M'gladbach,2.0,1.0,D1,2015-2016
2016-03-05,Werder Bremen,Hannover,4.0,1.0,D1,2015-2016
2016-03-05,Getafe,Sevilla,1.0,1.0,SP1,2015-2016
2016-03-05,La Coruna,Malaga,3.0,3.0,SP1,2015-2016
2016-03-05,Tottenham,Arsenal,2.0,2.0,E0,2015-2016
2016-03-05,Watford,Leicester,0.0,1.0,E0,2015-2016
2016-03-05,Augsburg,Leverkusen,3.0,3.0,D1,2015-2016
2016-03-05,Dortmund,Bayern Munich,0.0,0.0,D1,2015-2016
2016-03-05,Ein Frankfurt,Ingolstadt,1.0,1.0,D1,2015-2016
2016-03-05,Real Madrid,Celta,7.0,1.0,SP1,2015-2016
2016-03-05,Villarreal,Las Palmas,0.0,1.0,SP1,2015-2016
2016-03-05,Southampton,Sunderland,1.0,1.0,E0,2015-2016
2016-03-05,Chelsea,Stoke,1.0,1.0,E0,2015-2016
2016-03-05,Everton,West Ham,2.0,3.0,E0,2015-2016
2016-03-05,FC Koln,Schalke 04,1.0,3.0,D1,2015-2016
2016-03-05,Stuttgart,Hoffenheim,5.0,1.0,D1,2015-2016
2016-03-05,Swansea,Norwich,1.0,0.0,E0,2015-2016
2016-03-06,Atalanta,Juventus,0.0,2.0,I1,2015-2016
2016-03-06,Crystal Palace,Liverpool,1.0,2.0,E0,2015-2016
2016-03-06,West Brom,Man United,1.0,0.0,E0,2015-2016
2016-03-06,Frosinone,Udinese,2.0,0.0,I1,2015-2016
2016-03-06,Genoa,Empoli,1.0,0.0,I1,2015-2016
2016-03-06,Inter,Palermo,3.0,1.0,I1,2015-2016
2016-03-06,Sassuolo,Milan,2.0,0.0,I1,2015-2016
2016-03-06,Torino,Lazio,1.0,1.0,I1,2015-2016
2016-03-06,Mainz,Darmstadt,0.0,0.0,D1,2015-2016
2016-03-06,Bologna,Carpi,0.0,0.0,I1,2015-2016
2016-03-06,Hamburg,Hertha,2.0,0.0,D1,2015-2016
2016-03-06,Betis,Granada,2.0,0.0,SP1,2015-2016
2016-03-06,Eibar,Barcelona,0.0,4.0,SP1,2015-2016
2016-03-06,Sociedad,Levante,1.0,1.0,SP1,2015-2016
2016-03-06,Sp Gijon,Ath Bilbao,0.0,2.0,SP1,2015-2016
2016-03-06,Lyon,Guingamp,5.0,1.0,F1,2015-2016
2016-03-06,Marseille,Toulouse,1.0,1.0,F1,2015-2016
2016-03-06,Rennes,Nantes,4.0,1.0,F1,2015-2016
2016-03-06,Valencia,Ath Madrid,1.0,3.0,SP1,2015-2016
2016-03-07,Espanol,Vallecano,2.0,1.0,SP1,2015-2016
2016-03-09,Ajaccio GFCO,Marseille,1.0,1.0,F1,2015-2016
2016-03-09,Bastia,Nantes,0.0,0.0,F1,2015-2016
2016-03-11,Hertha,Schalke 04,2.0,0.0,D1,2015-2016
2016-03-11,Monaco,Reims,2.0,2.0,F1,2015-2016
2016-03-11,Malaga,Sp Gijon,1.0,0.0,SP1,2015-2016
2016-03-11,Juventus,Sassuolo,1.0,0.0,I1,2015-2016
2016-03-12,Empoli,Sampdoria,1.0,1.0,I1,2015-2016
2016-03-12,Inter,Bologna,2.0,1.0,I1,2015-2016
2016-03-12,Hoffenheim,Wolfsburg,1.0,0.0,D1,2015-2016
2016-03-12,Bayern Munich,Werder Bremen,5.0,0.0,D1,2015-2016
2016-03-12,Darmstadt,Augsburg,2.0,2.0,D1,2015-2016
2016-03-12,Hannover,FC Koln,0.0,2.0,D1,2015-2016
2016-03-12,Ingolstadt,Stuttgart,3.0,3.0,D1,2015-2016
2016-03-12,Vallecano,Eibar,1.0,1.0,SP1,2015-2016
2016-03-12,Montpellier,Nice,0.0,2.0,F1,2015-2016
2016-03-12,Stoke,Southampton,1.0,2.0,E0,2015-2016
2016-03-12,Norwich,Man City,0.0,0.0,E0,2015-2016
2016-03-12,Bournemouth,Swansea,3.0,2.0,E0,2015-2016
2016-03-12,Celta,Sociedad,1.0,0.0,SP1,2015-2016
2016-03-12,Barcelona,Getafe,6.0,0.0,SP1,2015-2016
2016-03-12,Ath Madrid,La Coruna,3.0,0.0,SP1,2015-2016
2016-03-12,M'gladbach,Ein Frankfurt,3.0,0.0,D1,2015-2016
2016-03-12,Toulouse,Bordeaux,4.0,0.0,F1,2015-2016
2016-03-12,Ajaccio GFCO,Caen,1.0,0.0,F1,2015-2016
2016-03-12,Lorient,Marseille,1.0,1.0,F1,2015-2016
2016-03-12,Guingamp,St Etienne,2.0,0.0,F1,2015-2016
2016-03-12,Bastia,Lille,1.0,2.0,F1,2015-2016
2016-03-13,Ath Bilbao,Betis,3.0,1.0,SP1,2015-2016
2016-03-13,Dortmund,Mainz,2.0,0.0,D1,2015-2016
2016-03-13,Rennes,Lyon,2.0,2.0,F1,2015-2016
2016-03-13,Troyes,Paris SG,0.0,9.0,F1,2015-2016
2016-03-13,Leverkusen,Hamburg,1.0,0.0,D1,2015-2016
2016-03-13,Aston Villa,Tottenham,0.0,2.0,E0,2015-2016
2016-03-13,Las Palmas,Real Madrid,1.0,2.0,SP1,2015-2016
2016-03-13,Levante,Valencia,1.0,0.0,SP1,2015-2016
2016-03-13,Nantes,Angers,2.0,0.0,F1,2015-2016
2016-03-13,Sevilla,Villarreal,4.0,2.0,SP1,2015-2016
2016-03-13,Udinese,Roma,1.0,2.0,I1,2015-2016
2016-03-13,Palermo,Napoli,0.0,1.0,I1,2015-2016
2016-03-13,Carpi,Frosinone,2.0,1.0,I1,2015-2016
2016-03-13,Chievo,Milan,0.0,0.0,I1,2015-2016
2016-03-13,Fiorentina,Verona,1.0,1.0,I1,2015-2016
2016-03-13,Genoa,Torino,3.0,2.0,I1,2015-2016
2016-03-13,Lazio,Atalanta,2.0,0.0,I1,2015-2016
2016-03-14,Leicester,Newcastle,1.0,0.0,E0,2015-2016
2016-03-14,Granada,Espanol,1.0,1.0,SP1,2015-2016
2016-03-18,Marseille,Rennes,2.0,5.0,F1,2015-2016
2016-03-18,Getafe,Eibar,1.0,1.0,SP1,2015-2016
2016-03-18,Schalke 04,M'gladbach,2.0,1.0,D1,2015-2016
2016-03-19,West Brom,Norwich,0.0,1.0,E0,2015-2016
2016-03-19,Sp Gijon,Ath Madrid,2.0,1.0,SP1,2015-2016
2016-03-19,Everton,Arsenal,0.0,2.0,E0,2015-2016
2016-03-19,Crystal Palace,Leicester,0.0,1.0,E0,2015-2016
2016-03-19,Chelsea,West Ham,2.0,2.0,E0,2015-2016
2016-03-19,Ein Frankfurt,Hannover,1.0,0.0,D1,2015-2016
2016-03-19,FC Koln,Bayern Munich,0.0,1.0,D1,2015-2016
2016-03-19,Hamburg,Hoffenheim,1.0,3.0,D1,2015-2016
2016-03-19,Watford,Stoke,1.0,2.0,E0,2015-2016
2016-03-19,Swansea,Aston Villa,1.0,0.0,E0,2015-2016
2016-03-19,Wolfsburg,Darmstadt,1.0,1.0,D1,2015-2016
2016-03-19,Sociedad,Las Palmas,0.0,1.0,SP1,2015-2016
2016-03-19,Betis,Malaga,0.0,1.0,SP1,2015-2016
2016-03-19,Granada,Vallecano,2.0,2.0,SP1,2015-2016
2016-03-19,Empoli,Palermo,0.0,0.0,I1,2015-2016
2016-03-19,Roma,Inter,1.0,1.0,I1,2015-2016
2016-03-19,Werder Bremen,Mainz,1.0,1.0,D1,2015-2016
2016-03-19,Angers,Lorient,5.0,1.0,F1,2015-2016
2016-03-19,Caen,Troyes,2.0,1.0,F1,2015-2016
2016-03-19,La Coruna,Levante,2.0,1.0,SP1,2015-2016
2016-03-19,Lille,Toulouse,1.0,0.0,F1,2015-2016
2016-03-19,Lyon,Nantes,2.0,0.0,F1,2015-2016
2016-03-19,Reims,Guingamp,0.0,1.0,F1,2015-2016
2016-03-19,St Etienne,Montpellier,3.0,0.0,F1,2015-2016
2016-03-19,Hertha,Ingolstadt,2.0,1.0,D1,2015-2016
2016-03-20,Valencia,Celta,0.0,2.0,SP1,2015-2016
2016-03-20,Real Madrid,Sevilla,4.0,0.0,SP1,2015-2016
2016-03-20,Man City,Man United,0.0,1.0,E0,2015-2016
2016-03-20,Newcastle,Sunderland,1.0,1.0,E0,2015-2016
2016-03-20,Southampton,Liverpool,3.0,2.0,E0,2015-2016
2016-03-20,Tottenham,Bournemouth,3.0,0.0,E0,2015-2016
2016-03-20,Villarreal,Barcelona,2.0,2.0,SP1,2015-2016
2016-03-20,Espanol,Ath Bilbao,2.0,1.0,SP1,2015-2016
2016-03-20,Augsburg,Dortmund,1.0,3.0,D1,2015-2016
2016-03-20,Bordeaux,Bastia,1.0,1.0,F1,2015-2016
2016-03-20,Verona,Carpi,1.0,2.0,I1,2015-2016
2016-03-20,Torino,Juventus,1.0,4.0,I1,2015-2016
2016-03-20,Sassuolo,Udinese,1.0,1.0,I1,2015-2016
2016-03-20,Sampdoria,Chievo,0.0,1.0,I1,2015-2016
2016-03-20,Milan,Lazio,1.0,1.0,I1,2015-2016
2016-03-20,Frosinone,Fiorentina,0.0,0.0,I1,2015-2016
2016-03-20,Atalanta,Bologna,2.0,0.0,I1,2015-2016
2016-03-20,Nice,Ajaccio GFCO,3.0,0.0,F1,2015-2016
2016-03-20,Paris SG,Monaco,0.0,2.0,F1,2015-2016
2016-03-20,Napoli,Genoa,3.0,1.0,I1,2015-2016
2016-03-20,Stuttgart,Leverkusen,0.0,2.0,D1,2015-2016
2016-04-01,Vallecano,Getafe,2.0,0.0,SP1,2015-2016
2016-04-01,Leverkusen,Wolfsburg,3.0,0.0,D1,2015-2016
2016-04-01,Monaco,Bordeaux,1.0,2.0,F1,2015-2016
2016-04-02,Ajaccio GFCO,St Etienne,0.0,2.0,F1,2015-2016
2016-04-02,Barcelona,Real Madrid,1.0,2.0,SP1,2015-2016
2016-04-02,Ath Madrid,Betis,5.0,1.0,SP1,2015-2016
2016-04-02,Juventus,Empoli,1.0,0.0,I1,2015-2016
2016-04-02,Aston Villa,Chelsea,0.0,4.0,E0,2015-2016
2016-04-02,West Ham,Crystal Palace,2.0,2.0,E0,2015-2016
2016-04-02,Sunderland,West Brom,0.0,0.0,E0,2015-2016
2016-04-02,Stoke,Swansea,2.0,2.0,E0,2015-2016
2016-04-02,Liverpool,Tottenham,1.0,1.0,E0,2015-2016
2016-04-02,Bournemouth,Man City,0.0,4.0,E0,2015-2016
2016-04-02,Troyes,Angers,0.0,1.0,F1,2015-2016
2016-04-02,Toulouse,Caen,2.0,0.0,F1,2015-2016
2016-04-02,Celta,La Coruna,1.0,1.0,SP1,2015-2016
2016-04-02,Rennes,Reims,3.0,1.0,F1,2015-2016
2016-04-02,Paris SG,Nice,4.0,1.0,F1,2015-2016
2016-04-02,Guingamp,Montpellier,2.0,2.0,F1,2015-2016
2016-04-02,Norwich,Newcastle,3.0,2.0,E0,2015-2016
2016-04-02,Las Palmas,Valencia,2.0,1.0,SP1,2015-2016
2016-04-02,Arsenal,Watford,4.0,0.0,E0,2015-2016
2016-04-02,Carpi,Sassuolo,1.0,3.0,I1,2015-2016
2016-04-02,Mainz,Augsburg,4.0,2.0,D1,2015-2016
2016-04-02,Ingolstadt,Schalke 04,3.0,0.0,D1,2015-2016
2016-04-02,Bayern Munich,Ein Frankfurt,1.0,0.0,D1,2015-2016
2016-04-02,Hannover,Hamburg,0.0,3.0,D1,2015-2016
2016-04-02,Dortmund,Werder Bremen,3.0,2.0,D1,2015-2016
2016-04-02,Darmstadt,Stuttgart,2.0,2.0,D1,2015-2016
2016-04-03,M'gladbach,Hertha,5.0,0.0,D1,2015-2016
2016-04-03,Hoffenheim,FC Koln,1.0,1.0,D1,2015-2016
2016-04-03,Leicester,Southampton,1.0,0.0,E0,2015-2016
2016-04-03,Man United,Everton,1.0,0.0,E0,2015-2016
2016-04-03,Bastia,Marseille,2.0,1.0,F1,2015-2016
2016-04-03,Lorient,Lyon,1.0,3.0,F1,2015-2016
2016-04-03,Nantes,Lille,0.0,3.0,F1,2015-2016
2016-04-03,Udinese,Napoli,3.0,1.0,I1,2015-2016
2016-04-03,Lazio,Roma,1.0,4.0,I1,2015-2016
2016-04-03,Sevilla,Sociedad,1.0,2.0,SP1,2015-2016
2016-04-03,Genoa,Frosinone,4.0,0.0,I1,2015-2016
2016-04-03,Malaga,Espanol,1.0,1.0,SP1,2015-2016
2016-04-03,Eibar,Villarreal,1.0,2.0,SP1,2015-2016
2016-04-03,Ath Bilbao,Granada,1.0,1.0,SP1,2015-2016
2016-04-03,Fiorentina,Sampdoria,1.0,1.0,I1,2015-2016
2016-04-03,Chievo,Palermo,3.0,1.0,I1,2015-2016
2016-04-03,Atalanta,Milan,2.0,1.0,I1,2015-2016
2016-04-03,Inter,Torino,1.0,2.0,I1,2015-2016
2016-04-04,Levante,Sp Gijon,0.0,0.0,SP1,2015-2016
2016-04-04,Bologna,Verona,0.0,1.0,I1,2015-2016
2016-04-08,Granada,Malaga,0.0,0.0,SP1,2015-2016
2016-04-08,Montpellier,Lyon,0.0,2.0,F1,2015-2016
2016-04-08,Hertha,Hannover,2.0,2.0,D1,2015-2016
2016-04-09,St Etienne,Troyes,1.0,0.0,F1,2015-2016
2016-04-09,Toulouse,Bastia,4.0,0.0,F1,2015-2016
2016-04-09,Caen,Lorient,1.0,2.0,F1,2015-2016
2016-04-09,Angers,Ajaccio GFCO,0.0,0.0,F1,2015-2016
2016-04-09,Ein Frankfurt,Hoffenheim,0.0,2.0,D1,2015-2016
2016-04-09,Guingamp,Paris SG,0.0,2.0,F1,2015-2016
2016-04-09,Reims,Nantes,2.0,1.0,F1,2015-2016
2016-04-09,Hamburg,Darmstadt,1.0,2.0,D1,2015-2016
2016-04-09,Sassuolo,Genoa,0.0,1.0,I1,2015-2016
2016-04-09,Betis,Levante,1.0,0.0,SP1,2015-2016
2016-04-09,Espanol,Ath Madrid,1.0,3.0,SP1,2015-2016
2016-04-09,Real Madrid,Eibar,4.0,0.0,SP1,2015-2016
2016-04-09,Sociedad,Barcelona,1.0,0.0,SP1,2015-2016
2016-04-09,Southampton,Newcastle,3.0,1.0,E0,2015-2016
2016-04-09,Swansea,Chelsea,1.0,0.0,E0,2015-2016
2016-04-09,Chievo,Carpi,1.0,0.0,I1,2015-2016
2016-04-09,Frosinone,Inter,0.0,1.0,I1,2015-2016
2016-04-09,Milan,Juventus,1.0,2.0,I1,2015-2016
2016-04-09,Man City,West Brom,2.0,1.0,E0,2015-2016
2016-04-09,Crystal Palace,Norwich,1.0,0.0,E0,2015-2016
2016-04-09,Aston Villa,Bournemouth,1.0,2.0,E0,2015-2016
2016-04-09,Watford,Everton,1.0,1.0,E0,2015-2016
2016-04-09,West Ham,Arsenal,3.0,3.0,E0,2015-2016
2016-04-09,Ingolstadt,M'gladbach,1.0,0.0,D1,2015-2016
2016-04-09,Stuttgart,Bayern Munich,1.0,3.0,D1,2015-2016
2016-04-09,Werder Bremen,Augsburg,1.0,2.0,D1,2015-2016
2016-04-09,Wolfsburg,Mainz,1.0,1.0,D1,2015-2016
2016-04-10,Liverpool,Stoke,4.0,1.0,E0,2015-2016
2016-04-10,Tottenham,Man United,3.0,0.0,E0,2015-2016
2016-04-10,Sunderland,Leicester,0.0,2.0,E0,2015-2016
2016-04-10,Torino,Atalanta,2.0,1.0,I1,2015-2016
2016-04-10,Sampdoria,Udinese,2.0,0.0,I1,2015-2016
2016-04-10,Empoli,Fiorentina,2.0,0.0,I1,2015-2016
2016-04-10,Napoli,Verona,3.0,0.0,I1,2015-2016
2016-04-10,Palermo,Lazio,0.0,3.0,I1,2015-2016
2016-04-10,Valencia,Sevilla,2.0,1.0,SP1,2015-2016
2016-04-10,FC Koln,Leverkusen,0.0,2.0,D1,2015-2016
2016-04-10,Schalke 04,Dortmund,2.0,2.0,D1,2015-2016
2016-04-10,Sp Gijon,Celta,0.0,1.0,SP1,2015-2016
2016-04-10,Ath Bilbao,Vallecano,1.0,0.0,SP1,2015-2016
2016-04-10,Marseille,Bordeaux,0.0,0.0,F1,2015-2016
2016-04-10,Nice,Rennes,3.0,0.0,F1,2015-2016
2016-04-10,Villarreal,Getafe,2.0,0.0,SP1,2015-2016
2016-04-10,Lille,Monaco,4.0,1.0,F1,2015-2016
2016-04-11,Roma,Bologna,1.0,1.0,I1,2015-2016
2016-04-11,La Coruna,Las Palmas,1.0,3.0,SP1,2015-2016
