date,home_team,away_team,home_goals,away_goals,competition,season,b365h,b365d,b365a,psh,psd,psa
2017-08-27,Fiorentina,Sampdoria,1.0,2.0,I1,2017-2018,1.8,3.5,4.5,1.88,3.73,4.54
2017-08-27,Monaco,Marseille,6.0,1.0,F1,2017-2018,1.62,4.0,5.5,1.63,4.23,5.74
2017-08-27,Guingamp,Strasbourg,2.0,0.0,F1,2017-2018,1.91,3.4,4.33,1.91,3.44,4.76
2017-08-27,Chievo,Lazio,1.0,2.0,I1,2017-2018,3.5,3.2,2.2,3.65,3.4,2.21
2017-08-27,RB Leipzig,Freiburg,4.0,1.0,D1,2017-2018,1.36,5.0,8.5,1.36,5.25,10.44
2017-08-27,Angers,Lille,1.0,1.0,F1,2017-2018,2.25,3.1,3.5,2.21,3.27,3.75
2017-08-27,Napoli,Atalanta,3.0,1.0,I1,2017-2018,1.4,4.75,8.0,1.42,5.0,8.49
2017-09-08,Metz,Paris SG,1.0,5.0,F1,2017-2018,,,,,,
2017-09-08,Hamburg,RB Leipzig,0.0,2.0,D1,2017-2018,4.0,3.6,1.91,3.88,3.76,2.01
2017-09-08,Lille,Bordeaux,0.0,0.0,F1,2017-2018,3.0,3.3,2.45,2.96,3.35,2.61
2017-09-08,Leganes,Getafe,1.0,2.0,SP1,2017-2018,,,,,,
2017-09-09,Southampton,Watford,0.0,2.0,E0,2017-2018,,,,,,
2017-09-09,Arsenal,Bournemouth,3.0,0.0,E0,2017-2018,,,,,,
2017-09-09,Brighton,West Brom,3.0,1.0,E0,2017-2018,,,,,,
2017-09-09,Man City,Liverpool,5.0,0.0,E0,2017-2018,,,,,,
2017-09-09,Stoke,Man United,2.0,2.0,E0,2017-2018,,,,,,
2017-09-09,Juventus,Chievo,3.0,0.0,I1,2017-2018,1.17,7.5,17.0,1.19,7.4,22.64
2017-09-09,Augsburg,FC Koln,3.0,0.0,D1,2017-2018,,,,,,
2017-09-09,Everton,Tottenham,0.0,3.0,E0,2017-2018,,,,,,
2017-09-09,Freiburg,Dortmund,0.0,0.0,D1,2017-2018,7.5,5.0,1.4,7.81,4.99,1.45
2017-09-09,Hoffenheim,Bayern Munich,2.0,0.0,D1,2017-2018,7.0,4.5,1.45,6.87,4.94,1.49
2017-09-09,Mainz,Leverkusen,3.0,1.0,D1,2017-2018,,,,,,
2017-09-09,M'gladbach,Ein Frankfurt,0.0,1.0,D1,2017-2018,,,,,,
2017-09-09,Wolfsburg,Hannover,1.0,1.0,D1,2017-2018,,,,,,
2017-09-09,Valencia,Ath Madrid,0.0,0.0,SP1,2017-2018,,,,,,
2017-09-09,Sevilla,Eibar,3.0,0.0,SP1,2017-2018,1.57,4.0,6.0,1.61,4.27,6.08
2017-09-09,Leicester,Chelsea,1.0,2.0,E0,2017-2018,,,,,,
2017-09-09,Troyes,Toulouse,0.0,0.0,F1,2017-2018,2.88,3.2,2.6,2.98,3.28,2.6
2017-09-09,Strasbourg,Amiens,0.0,1.0,F1,2017-2018,2.0,3.2,4.2,2.04,3.37,4.19
2017-09-09,Nice,Monaco,4.0,0.0,F1,2017-2018,4.75,3.6,1.8,4.61,3.86,1.81
2017-09-09,Montpellier,Nantes,0.0,1.0,F1,2017-2018,2.15,3.2,3.8,2.28,3.12,3.77
2017-09-09,Caen,Dijon,2.0,1.0,F1,2017-2018,2.05,3.2,4.0,2.04,3.41,4.12
2017-09-09,Real Madrid,Levante,1.0,1.0,SP1,2017-2018,1.05,15.0,34.0,1.08,15.0,36.5
2017-09-09,Barcelona,Espanol,5.0,0.0,SP1,2017-2018,1.17,8.0,17.0,1.18,8.79,17.82
2017-09-10,Marseille,Rennes,1.0,3.0,F1,2017-2018,1.67,4.0,5.0,1.7,4.02,5.28
2017-09-10,St Etienne,Angers,1.0,1.0,F1,2017-2018,,,,,,
2017-09-10,La Coruna,Sociedad,2.0,4.0,SP1,2017-2018,,,,,,
2017-09-10,Ath Bilbao,Girona,2.0,0.0,SP1,2017-2018,,,,,,
2017-09-10,Celta,Alaves,1.0,0.0,SP1,2017-2018,,,,,,
2017-09-10,Lyon,Guingamp,2.0,1.0,F1,2017-2018,1.4,4.75,8.5,1.38,5.37,8.67
2017-09-10,Bologna,Napoli,0.0,3.0,I1,2017-2018,10.0,5.0,1.33,9.63,5.22,1.38
2017-09-10,Benevento,Torino,0.0,1.0,I1,2017-2018,4.33,3.75,1.83,4.62,3.89,1.83
2017-09-10,Burnley,Crystal Palace,1.0,0.0,E0,2017-2018,,,,,,
2017-09-10,Atalanta,Sassuolo,2.0,1.0,I1,2017-2018,1.55,4.0,6.5,1.58,4.21,6.59
2017-09-10,Cagliari,Crotone,1.0,0.0,I1,2017-2018,1.67,3.75,5.5,1.69,3.87,5.83
2017-09-10,Hertha,Werder Bremen,1.0,1.0,D1,2017-2018,,,,,,
2017-09-10,Schalke 04,Stuttgart,3.0,1.0,D1,2017-2018,,,,,,
2017-09-10,Inter,Spal,2.0,0.0,I1,2017-2018,,,,,,
2017-09-10,Lazio,Milan,4.0,1.0,I1,2017-2018,,,,,,
2017-09-10,Udinese,Genoa,1.0,0.0,I1,2017-2018,2.38,3.2,3.2,2.45,3.23,3.32
2017-09-10,Verona,Fiorentina,0.0,5.0,I1,2017-2018,,,,,,
2017-09-10,Swansea,Newcastle,0.0,1.0,E0,2017-2018,,,,,,
2017-09-10,Villarreal,Betis,3.0,1.0,SP1,2017-2018,,,,,,
2017-09-11,West Ham,Huddersfield,2.0,0.0,E0,2017-2018,,,,,,
2017-09-11,Malaga,Las Palmas,1.0,3.0,SP1,2017-2018,2.0,3.5,3.8,2.06,3.67,3.83
2017-09-15,Bournemouth,Brighton,2.0,1.0,E0,2017-2018,,,,,,
2017-09-15,Hannover,Hamburg,2.0,0.0,D1,2017-2018,1.95,3.5,4.0,2.0,3.51,4.22
2017-09-15,Eibar,Leganes,1.0,0.0,SP1,2017-2018,,,,,,
2017-09-15,Toulouse,Bordeaux,0.0,1.0,F1,2017-2018,2.9,3.1,2.5,3.15,3.27,2.52
2017-09-16,West Brom,West Ham,0.0,0.0,E0,2017-2018,,,,,,
2017-09-16,Watford,Man City,0.0,6.0,E0,2017-2018,,,,,,
2017-09-16,Tottenham,Swansea,0.0,0.0,E0,2017-2018,,,,,,
2017-09-16,Newcastle,Stoke,2.0,1.0,E0,2017-2018,,,,,,
2017-09-16,Liverpool,Burnley,1.0,1.0,E0,2017-2018,,,,,,
2017-09-16,Huddersfield,Leicester,1.0,1.0,E0,2017-2018,,,,,,
2017-09-16,Crystal Palace,Southampton,0.0,1.0,E0,2017-2018,,,,,,
2017-09-16,Ath Madrid,Malaga,1.0,0.0,SP1,2017-2018,,,,,,
2017-09-16,RB Leipzig,M'gladbach,2.0,2.0,D1,2017-2018,,,,,,
2017-09-16,Dijon,St Etienne,0.0,1.0,F1,2017-2018,,,,,,
2017-09-16,Guingamp,Lille,1.0,0.0,F1,2017-2018,2.15,3.3,3.5,2.14,3.29,3.94
2017-09-16,Monaco,Strasbourg,3.0,0.0,F1,2017-2018,1.18,7.5,15.0,1.22,7.25,14.75
2017-09-16,Nantes,Caen,1.0,0.0,F1,2017-2018,1.95,3.25,4.33,1.99,3.31,4.53
2017-09-16,Troyes,Montpellier,0.0,1.0,F1,2017-2018,2.8,3.2,2.7,2.83,3.14,2.83
2017-09-16,Bayern Munich,Mainz,4.0,0.0,D1,2017-2018,,,,,,
2017-09-16,Ein Frankfurt,Augsburg,1.0,2.0,D1,2017-2018,,,,,,
2017-09-16,Roma,Verona,3.0,0.0,I1,2017-2018,,,,,,
2017-09-16,Crotone,Inter,0.0,2.0,I1,2017-2018,,,,,,
2017-09-16,Betis,La Coruna,2.0,1.0,SP1,2017-2018,,,,,,
2017-09-16,Getafe,Barcelona,1.0,2.0,SP1,2017-2018,11.0,6.5,1.25,13.5,6.85,1.25
2017-09-16,Levante,Valencia,1.0,1.0,SP1,2017-2018,3.25,3.25,2.3,3.15,3.35,2.47
2017-09-16,Werder Bremen,Schalke 04,1.0,2.0,D1,2017-2018,,,,,,
2017-09-16,Stuttgart,Wolfsburg,1.0,0.0,D1,2017-2018,,,,,,
2017-09-16,Fiorentina,Bologna,2.0,1.0,I1,2017-2018,1.55,4.2,6.0,1.56,4.4,6.68
2017-09-17,Chelsea,Arsenal,0.0,0.0,E0,2017-2018,,,,,,
2017-09-17,Man United,Everton,4.0,0.0,E0,2017-2018,,,,,,
2017-09-17,Dortmund,FC Koln,5.0,0.0,D1,2017-2018,,,,,,
2017-09-17,Genoa,Lazio,2.0,3.0,I1,2017-2018,3.8,3.5,2.0,3.96,3.68,2.02
2017-09-17,Alaves,Villarreal,0.0,3.0,SP1,2017-2018,,,,,,
2017-09-17,Chievo,Atalanta,1.0,1.0,I1,2017-2018,3.0,3.2,2.5,3.01,3.29,2.6
2017-09-17,Milan,Udinese,2.0,1.0,I1,2017-2018,,,,,,
2017-09-17,Napoli,Benevento,6.0,0.0,I1,2017-2018,1.11,10.0,19.0,1.13,10.76,23.39
2017-09-17,Leverkusen,Freiburg,4.0,0.0,D1,2017-2018,,,,,,
2017-09-17,Hoffenheim,Hertha,1.0,1.0,D1,2017-2018,,,,,,
2017-09-17,Girona,Sevilla,0.0,1.0,SP1,2017-2018,3.3,3.25,2.3,3.28,3.52,2.32
2017-09-17,Las Palmas,Ath Bilbao,1.0,0.0,SP1,2017-2018,,,,,,
2017-09-17,Sassuolo,Juventus,1.0,3.0,I1,2017-2018,7.5,4.33,1.45,7.52,4.44,1.51
2017-09-17,Spal,Cagliari,0.0,2.0,I1,2017-2018,,,,,,
2017-09-17,Sociedad,Real Madrid,1.0,3.0,SP1,2017-2018,5.0,4.0,1.67,4.99,4.36,1.69
2017-09-17,Rennes,Nice,0.0,1.0,F1,2017-2018,2.3,3.2,3.3,2.36,3.45,3.21
2017-09-17,Paris SG,Lyon,2.0,0.0,F1,2017-2018,,,,,,
2017-09-17,Angers,Metz,0.0,1.0,F1,2017-2018,1.5,4.0,7.5,1.53,4.24,7.46
2017-09-17,Amiens,Marseille,0.0,2.0,F1,2017-2018,4.0,3.2,2.05,4.09,3.47,2.03
2017-09-17,Torino,Sampdoria,2.0,2.0,I1,2017-2018,1.67,4.0,5.0,1.78,4.01,4.81
2017-09-18,Espanol,Celta,2.0,1.0,SP1,2017-2018,,,,,,
2017-09-19,Bologna,Inter,1.0,1.0,I1,2017-2018,,,,,,
2017-09-19,Wolfsburg,Werder Bremen,1.0,1.0,D1,2017-2018,,,,,,
2017-09-19,Schalke 04,Bayern Munich,0.0,3.0,D1,2017-2018,,,,,,
2017-09-19,M'gladbach,Stuttgart,2.0,0.0,D1,2017-2018,,,,,,
2017-09-19,Barcelona,Eibar,6.0,1.0,SP1,2017-2018,1.11,10.0,15.0,1.12,11.63,22.74
2017-09-19,Valencia,Malaga,5.0,0.0,SP1,2017-2018,1.5,4.0,7.0,1.56,4.38,6.67
2017-09-19,Augsburg,RB Leipzig,1.0,0.0,D1,2017-2018,3.5,3.5,2.1,3.68,3.56,2.14
2017-09-20,Genoa,Chievo,1.0,1.0,I1,2017-2018,2.2,3.3,3.5,2.3,3.34,3.51
2017-09-20,Cagliari,Sassuolo,0.0,1.0,I1,2017-2018,2.2,3.4,3.3,2.17,3.53,3.64
2017-09-20,Benevento,Roma,0.0,4.0,I1,2017-2018,,,,,,
2017-09-20,Atalanta,Crotone,5.0,1.0,I1,2017-2018,1.33,5.0,10.0,1.36,5.05,11.46
2017-09-20,Udinese,Torino,2.0,3.0,I1,2017-2018,2.88,3.5,2.4,2.94,3.42,2.59
2017-09-20,Juventus,Fiorentina,1.0,0.0,I1,2017-2018,1.33,5.25,9.0,1.35,5.42,10.7
2017-09-20,Lazio,Napoli,1.0,4.0,I1,2017-2018,3.4,3.6,2.1,3.53,3.8,2.11
2017-09-20,Milan,Spal,2.0,0.0,I1,2017-2018,,,,,,
2017-09-20,Verona,Sampdoria,0.0,0.0,I1,2017-2018,,,,,,
2017-09-20,Hertha,Leverkusen,2.0,1.0,D1,2017-2018,,,,,,
2017-09-20,Leganes,Girona,0.0,0.0,SP1,2017-2018,,,,,,
2017-09-20,Mainz,Hoffenheim,2.0,3.0,D1,2017-2018,,,,,,
2017-09-20,Hamburg,Dortmund,0.0,3.0,D1,2017-2018,7.0,4.75,1.44,7.08,4.96,1.48
2017-09-20,Freiburg,Hannover,1.0,1.0,D1,2017-2018,2.8,3.25,2.6,2.92,3.28,2.68
2017-09-20,FC Koln,Ein Frankfurt,0.0,1.0,D1,2017-2018,,,,,,
2017-09-20,Ath Bilbao,Ath Madrid,1.0,2.0,SP1,2017-2018,,,,,,
2017-09-20,La Coruna,Alaves,1.0,0.0,SP1,2017-2018,,,,,,
2017-09-20,Sevilla,Las Palmas,1.0,0.0,SP1,2017-2018,1.4,4.75,7.5,1.42,5.06,8.51
2017-09-20,Real Madrid,Betis,0.0,1.0,SP1,2017-2018,,,,,,
2017-09-21,Villarreal,Espanol,0.0,0.0,SP1,2017-2018,1.73,3.5,5.5,1.76,3.84,5.23
2017-09-21,Levante,Sociedad,3.0,0.0,SP1,2017-2018,3.25,3.25,2.3,3.11,3.54,2.4
2017-09-21,Celta,Getafe,1.0,1.0,SP1,2017-2018,,,,,,
2017-09-22,Lille,Monaco,0.0,4.0,F1,2017-2018,4.75,3.8,1.7,5.14,4.05,1.72
2017-09-22,Nice,Angers,2.0,2.0,F1,2017-2018,1.8,3.5,4.5,1.83,3.64,5.01
2017-09-22,Bayern Munich,Wolfsburg,2.0,2.0,D1,2017-2018,,,,,,
2017-09-23,Spal,Napoli,2.0,3.0,I1,2017-2018,,,,,,
2017-09-23,Alaves,Real Madrid,1.0,2.0,SP1,2017-2018,,,,,,
2017-09-23,Ath Madrid,Sevilla,2.0,0.0,SP1,2017-2018,,,,,,
2017-09-23,Girona,Barcelona,0.0,3.0,SP1,2017-2018,12.0,6.0,1.25,12.7,6.65,1.26
2017-09-23,Malaga,Ath Bilbao,3.0,3.0,SP1,2017-2018,,,,,,
2017-09-23,Juventus,Torino,4.0,0.0,I1,2017-2018,1.4,4.5,8.5,1.42,5.11,8.46
2017-09-23,Roma,Udinese,3.0,1.0,I1,2017-2018,,,,,,
2017-09-23,Burnley,Huddersfield,0.0,0.0,E0,2017-2018,,,,,,
2017-09-23,Caen,Amiens,1.0,0.0,F1,2017-2018,1.85,3.3,4.75,1.92,3.39,4.8
2017-09-23,Leicester,Liverpool,2.0,3.0,E0,2017-2018,,,,,,
2017-09-23,Man City,Crystal Palace,5.0,0.0,E0,2017-2018,,,,,,
2017-09-23,Southampton,Man United,0.0,1.0,E0,2017-2018,,,,,,
2017-09-23,Stoke,Chelsea,0.0,4.0,E0,2017-2018,,,,,,
2017-09-23,Swansea,Watford,1.0,2.0,E0,2017-2018,,,,,,
2017-09-23,West Ham,Tottenham,2.0,3.0,E0,2017-2018,,,,,,
2017-09-23,Bordeaux,Guingamp,3.0,1.0,F1,2017-2018,1.73,3.5,5.5,1.79,3.76,4.95
2017-09-23,Hoffenheim,Schalke 04,2.0,0.0,D1,2017-2018,,,,,,
2017-09-23,Dortmund,M'gladbach,6.0,1.0,D1,2017-2018,,,,,,
2017-09-23,RB Leipzig,Ein Frankfurt,2.0,1.0,D1,2017-2018,,,,,,
2017-09-23,Stuttgart,Augsburg,0.0,0.0,D1,2017-2018,,,,,,
2017-09-23,Werder Bremen,Freiburg,0.0,0.0,D1,2017-2018,,,,,,
2017-09-23,Everton,Bournemouth,2.0,1.0,E0,2017-2018,,,,,,
2017-09-23,Montpellier,Paris SG,0.0,0.0,F1,2017-2018,,,,,,
2017-09-23,Metz,Troyes,0.0,1.0,F1,2017-2018,2.0,3.3,4.0,2.18,3.42,3.65
2017-09-23,Lyon,Dijon,3.0,3.0,F1,2017-2018,1.29,5.75,10.0,1.28,6.27,11.8
2017-09-23,Mainz,Hertha,1.0,0.0,D1,2017-2018,,,,,,
2017-09-24,Las Palmas,Leganes,0.0,2.0,SP1,2017-2018,,,,,,
2017-09-24,Eibar,Celta,0.0,4.0,SP1,2017-2018,,,,,,
2017-09-24,Espanol,La Coruna,4.0,1.0,SP1,2017-2018,,,,,,
2017-09-24,Getafe,Villarreal,4.0,0.0,SP1,2017-2018,2.88,3.1,2.63,2.98,3.22,2.67
2017-09-24,Sociedad,Valencia,2.0,3.0,SP1,2017-2018,2.3,3.4,3.1,2.28,3.62,3.27
2017-09-24,Crotone,Benevento,2.0,0.0,I1,2017-2018,1.91,3.4,4.33,2.03,3.46,4.21
2017-09-24,Cagliari,Chievo,0.0,2.0,I1,2017-2018,2.25,3.3,3.3,2.28,3.43,3.46
2017-09-24,Inter,Genoa,1.0,0.0,I1,2017-2018,,,,,,
2017-09-24,Sampdoria,Milan,2.0,0.0,I1,2017-2018,,,,,,
2017-09-24,Sassuolo,Bologna,0.0,1.0,I1,2017-2018,2.1,3.3,3.75,2.12,3.41,3.91
2017-09-24,Verona,Lazio,0.0,3.0,I1,2017-2018,,,,,,
2017-09-24,Leverkusen,Hamburg,3.0,0.0,D1,2017-2018,,,,,,
2017-09-24,Hannover,FC Koln,0.0,0.0,D1,2017-2018,,,,,,
2017-09-24,Strasbourg,Nantes,1.0,2.0,F1,2017-2018,2.55,3.0,3.1,2.77,2.97,3.06
2017-09-24,Fiorentina,Atalanta,1.0,1.0,I1,2017-2018,2.2,3.4,3.2,2.31,3.49,3.33
2017-09-24,Brighton,Newcastle,1.0,0.0,E0,2017-2018,,,,,,
2017-09-24,St Etienne,Rennes,2.0,2.0,F1,2017-2018,,,,,,
2017-09-24,Marseille,Toulouse,2.0,0.0,F1,2017-2018,1.53,4.2,6.5,1.62,4.15,6.0
2017-09-25,Betis,Levante,4.0,0.0,SP1,2017-2018,,,,,,
2017-09-25,Arsenal,West Brom,2.0,0.0,E0,2017-2018,,,,,,
2017-09-29,Celta,Girona,3.0,3.0,SP1,2017-2018,,,,,,
2017-09-29,Schalke 04,Leverkusen,1.0,1.0,D1,2017-2018,,,,,,
2017-09-29,Monaco,Montpellier,1.0,1.0,F1,2017-2018,1.36,5.0,8.5,1.34,5.58,9.77
2017-09-30,Guingamp,Toulouse,1.0,1.0,F1,2017-2018,1.91,3.4,4.33,1.96,3.44,4.44
2017-09-30,Hamburg,Werder Bremen,0.0,0.0,D1,2017-2018,,,,,,
2017-09-30,Ein Frankfurt,Stuttgart,2.0,1.0,D1,2017-2018,,,,,,
2017-09-30,M'gladbach,Hannover,2.0,1.0,D1,2017-2018,,,,,,
2017-09-30,Wolfsburg,Mainz,1.0,1.0,D1,2017-2018,,,,,,
2017-09-30,Udinese,Sampdoria,4.0,0.0,I1,2017-2018,2.7,3.25,2.6,2.82,3.31,2.75
2017-09-30,Genoa,Bologna,0.0,1.0,I1,2017-2018,2.25,3.2,3.3,2.43,3.28,3.3
2017-09-30,Dijon,Strasbourg,1.0,1.0,F1,2017-2018,2.05,3.2,4.0,2.11,3.54,3.73
2017-09-30,Paris SG,Bordeaux,6.0,2.0,F1,2017-2018,,,,,,
2017-09-30,Nantes,Metz,1.0,0.0,F1,2017-2018,1.67,3.5,6.0,1.7,3.71,5.96
2017-09-30,Augsburg,Dortmund,1.0,2.0,D1,2017-2018,7.5,4.5,1.44,6.8,4.73,1.51
2017-09-30,Rennes,Caen,0.0,1.0,F1,2017-2018,1.91,3.25,4.5,1.93,3.4,4.66
2017-09-30,Sevilla,Malaga,2.0,0.0,SP1,2017-2018,1.36,5.5,7.5,1.35,5.7,9.78
2017-09-30,Levante,Alaves,0.0,2.0,SP1,2017-2018,,,,,,
2017-09-30,Chelsea,Man City,0.0,1.0,E0,2017-2018,,,,,,
2017-09-30,Huddersfield,Tottenham,0.0,4.0,E0,2017-2018,,,,,,
2017-09-30,Bournemouth,Leicester,0.0,0.0,E0,2017-2018,,,,,,
2017-09-30,Stoke,Southampton,2.0,1.0,E0,2017-2018,,,,,,
2017-09-30,West Brom,Watford,2.0,2.0,E0,2017-2018,,,,,,
2017-09-30,West Ham,Swansea,1.0,0.0,E0,2017-2018,,,,,,
2017-09-30,Leganes,Ath Madrid,0.0,0.0,SP1,2017-2018,,,,,,
2017-09-30,La Coruna,Getafe,2.0,1.0,SP1,2017-2018,,,,,,
2017-09-30,Man United,Crystal Palace,4.0,0.0,E0,2017-2018,,,,,,
2017-10-01,Benevento,Inter,1.0,2.0,I1,2017-2018,,,,,,
2017-10-01,Barcelona,Las Palmas,3.0,0.0,SP1,2017-2018,1.08,11.0,26.0,1.09,14.5,29.0
2017-10-01,Real Madrid,Espanol,2.0,0.0,SP1,2017-2018,1.1,10.0,23.0,1.12,12.5,19.5
2017-10-01,Sociedad,Betis,4.0,4.0,SP1,2017-2018,,,,,,
2017-10-01,Atalanta,Juventus,2.0,2.0,I1,2017-2018,4.75,3.75,1.7,5.5,3.73,1.75
2017-10-01,Chievo,Fiorentina,2.0,1.0,I1,2017-2018,2.8,3.25,2.5,2.88,3.28,2.71
2017-10-01,Torino,Verona,2.0,2.0,I1,2017-2018,,,,,,
2017-10-01,Napoli,Cagliari,3.0,0.0,I1,2017-2018,1.13,8.0,21.0,1.14,10.55,21.97
2017-10-01,Spal,Crotone,1.0,1.0,I1,2017-2018,,,,,,
2017-10-01,Hertha,Bayern Munich,2.0,2.0,D1,2017-2018,,,,,,
2017-10-01,Freiburg,Hoffenheim,3.0,2.0,D1,2017-2018,3.6,3.5,2.05,3.56,3.73,2.11
2017-10-01,FC Koln,RB Leipzig,1.0,2.0,D1,2017-2018,,,,,,
2017-10-01,Valencia,Ath Bilbao,3.0,2.0,SP1,2017-2018,,,,,,
2017-10-01,Villarreal,Eibar,3.0,0.0,SP1,2017-2018,1.83,3.6,4.33,1.85,3.71,4.75
2017-10-01,Arsenal,Brighton,2.0,0.0,E0,2017-2018,,,,,,
2017-10-01,Newcastle,Liverpool,1.0,1.0,E0,2017-2018,,,,,,
2017-10-01,Lazio,Sassuolo,6.0,1.0,I1,2017-2018,1.4,4.5,8.0,1.46,4.94,7.5
2017-10-01,Everton,Burnley,0.0,1.0,E0,2017-2018,,,,,,
2017-10-01,Milan,Roma,0.0,2.0,I1,2017-2018,,,,,,
2017-10-01,Angers,Lyon,3.0,3.0,F1,2017-2018,3.25,3.25,2.3,3.34,3.52,2.26
2017-10-01,Nice,Marseille,2.0,4.0,F1,2017-2018,2.38,3.4,3.0,2.38,3.5,3.13
2017-10-01,Troyes,St Etienne,2.0,1.0,F1,2017-2018,,,,,,
2017-10-13,Lyon,Monaco,3.0,2.0,F1,2017-2018,2.1,3.75,3.3,2.14,4.02,3.29
2017-10-13,Espanol,Levante,0.0,0.0,SP1,2017-2018,1.75,3.6,5.0,1.79,3.74,5.19
2017-10-13,Stuttgart,FC Koln,2.0,1.0,D1,2017-2018,,,,,,
2017-10-14,Caen,Angers,0.0,2.0,F1,2017-2018,2.5,3.1,3.1,2.5,3.07,3.34
2017-10-14,Watford,Arsenal,2.0,1.0,E0,2017-2018,,,,,,
2017-10-14,Tottenham,Bournemouth,1.0,0.0,E0,2017-2018,,,,,,
2017-10-14,Swansea,Huddersfield,2.0,0.0,E0,2017-2018,2.2,3.25,3.75,2.21,3.16,3.98
2017-10-14,Man City,Stoke,7.0,2.0,E0,2017-2018,,,,,,
2017-10-14,Burnley,West Ham,1.0,1.0,E0,2017-2018,,,,,,
2017-10-14,Crystal Palace,Chelsea,2.0,1.0,E0,2017-2018,,,,,,
2017-10-14,Ath Bilbao,Sevilla,1.0,0.0,SP1,2017-2018,,,,,,
2017-10-14,Ath Madrid,Barcelona,1.0,1.0,SP1,2017-2018,,,,,,
2017-10-14,Getafe,Real Madrid,1.0,2.0,SP1,2017-2018,10.0,5.75,1.29,10.0,6.1,1.32
2017-10-14,Toulouse,Amiens,1.0,0.0,F1,2017-2018,1.73,3.5,5.0,1.79,3.32,5.98
2017-10-14,St Etienne,Metz,3.0,1.0,F1,2017-2018,,,,,,
2017-10-14,Lille,Troyes,2.0,2.0,F1,2017-2018,1.55,3.8,6.5,1.6,4.02,6.76
2017-10-14,Guingamp,Rennes,2.0,0.0,F1,2017-2018,2.15,3.3,3.5,2.16,3.45,3.67
2017-10-14,Juventus,Lazio,1.0,2.0,I1,2017-2018,1.53,4.5,5.75,1.56,4.43,6.55
2017-10-14,Roma,Napoli,0.0,1.0,I1,2017-2018,,,,,,
2017-10-14,Dijon,Paris SG,1.0,2.0,F1,2017-2018,,,,,,
2017-10-14,Hertha,Schalke 04,0.0,2.0,D1,2017-2018,,,,,,
2017-10-14,Alaves,Sociedad,0.0,2.0,SP1,2017-2018,,,,,,
2017-10-14,Liverpool,Man United,0.0,0.0,E0,2017-2018,,,,,,
2017-10-14,Mainz,Hamburg,3.0,2.0,D1,2017-2018,,,,,,
2017-10-14,Hoffenheim,Augsburg,2.0,2.0,D1,2017-2018,1.8,3.75,4.5,1.88,3.87,4.37
2017-10-14,Bayern Munich,Freiburg,5.0,0.0,D1,2017-2018,1.08,13.0,21.0,1.1,14.43,24.5
2017-10-14,Dortmund,RB Leipzig,2.0,3.0,D1,2017-2018,1.5,4.5,6.5,1.55,4.67,6.26
2017-10-14,Hannover,Ein Frankfurt,1.0,2.0,D1,2017-2018,,,,,,
2017-10-15,Sampdoria,Atalanta,3.0,1.0,I1,2017-2018,2.8,3.3,2.6,2.92,3.41,2.6
2017-10-15,Inter,Milan,3.0,2.0,I1,2017-2018,,,,,,
2017-10-15,Fiorentina,Udinese,2.0,1.0,I1,2017-2018,1.67,3.8,5.5,1.66,4.09,5.79
2017-10-15,Crotone,Torino,2.0,2.0,I1,2017-2018,3.75,3.5,2.0,4.07,3.54,2.03
2017-10-15,Cagliari,Genoa,2.0,3.0,I1,2017-2018,2.25,3.3,3.3,2.37,3.33,3.35
2017-10-15,Bologna,Spal,2.0,1.0,I1,2017-2018,,,,,,
2017-10-15,Leverkusen,Wolfsburg,2.0,2.0,D1,2017-2018,,,,,,
2017-10-15,Southampton,Newcastle,2.0,2.0,E0,2017-2018,,,,,,
2017-10-15,Werder Bremen,M'gladbach,0.0,2.0,D1,2017-2018,,,,,,
2017-10-15,Sassuolo,Chievo,0.0,0.0,I1,2017-2018,2.25,3.3,3.3,2.35,3.44,3.29
2017-10-15,Betis,Valencia,3.0,6.0,SP1,2017-2018,,,,,,
2017-10-15,Eibar,La Coruna,0.0,0.0,SP1,2017-2018,,,,,,
2017-10-15,Girona,Villarreal,1.0,2.0,SP1,2017-2018,2.8,3.2,2.6,2.89,3.23,2.74
2017-10-15,Malaga,Leganes,0.0,2.0,SP1,2017-2018,,,,,,
2017-10-15,Strasbourg,Marseille,3.0,3.0,F1,2017-2018,4.2,3.4,1.91,3.84,3.57,2.06
2017-10-15,Montpellier,Nice,2.0,0.0,F1,2017-2018,2.4,3.2,3.1,2.51,3.27,3.12
2017-10-15,Bordeaux,Nantes,1.0,1.0,F1,2017-2018,1.67,3.5,6.0,1.67,3.79,6.19
2017-10-15,Brighton,Everton,1.0,1.0,E0,2017-2018,,,,,,
2017-10-16,Leicester,West Brom,1.0,1.0,E0,2017-2018,,,,,,
2017-10-16,Las Palmas,Celta,2.0,5.0,SP1,2017-2018,,,,,,
2017-10-16,Verona,Benevento,1.0,0.0,I1,2017-2018,,,,,,
2017-10-20,West Ham,Brighton,0.0,3.0,E0,2017-2018,,,,,,
2017-10-20,St Etienne,Montpellier,0.0,1.0,F1,2017-2018,,,,,,
2017-10-20,Schalke 04,Mainz,2.0,0.0,D1,2017-2018,,,,,,
2017-10-21,RB Leipzig,Stuttgart,1.0,0.0,D1,2017-2018,,,,,,
2017-10-21,Man City,Burnley,3.0,0.0,E0,2017-2018,,,,,,
2017-10-21,Newcastle,Crystal Palace,1.0,0.0,E0,2017-2018,,,,,,
