date,home_team,away_team,home_goals,away_goals,competition,season,b365h,b365d,b365a,psh,psd,psa
2014-08-08,Reims,Paris SG,2.0,2.0,F1,2014-2015,,,,,,
2014-08-09,Lille,Metz,0.0,0.0,F1,2014-2015,1.5,4.1,6.5,1.53,4.13,7.65
2014-08-09,Nantes,Lens,1.0,0.0,F1,2014-2015,2.0,3.25,3.9,2.04,3.28,4.36
2014-08-09,Nice,Toulouse,3.0,2.0,F1,2014-2015,2.63,3.1,2.75,2.85,3.09,2.85
2014-08-09,Montpellier,Bordeaux,0.0,1.0,F1,2014-2015,2.3,3.1,3.2,2.53,3.08,3.29
2014-08-09,Bastia,Marseille,3.0,3.0,F1,2014-2015,3.9,3.1,2.05,3.98,3.34,2.11
2014-08-09,Evian Thonon Gaillard,Caen,0.0,3.0,F1,2014-2015,2.38,3.2,3.0,2.44,3.28,3.22
2014-08-09,Guingamp,St Etienne,0.0,2.0,F1,2014-2015,,,,,,
2014-08-10,Lyon,Rennes,2.0,0.0,F1,2014-2015,1.8,3.4,4.75,1.85,3.52,4.95
2014-08-10,Monaco,Lorient,1.0,2.0,F1,2014-2015,1.4,4.33,8.5,1.42,4.7,9.4
2014-08-15,Caen,Lille,0.0,1.0,F1,2014-2015,3.6,3.1,2.15,3.72,3.21,2.25
2014-08-16,Stoke,Aston Villa,0.0,1.0,E0,2014-2015,,,,,,
2014-08-16,Man United,Swansea,1.0,2.0,E0,2014-2015,,,,,,
2014-08-16,Leicester,Everton,2.0,2.0,E0,2014-2015,,,,,,
2014-08-16,Toulouse,Lyon,2.0,1.0,F1,2014-2015,2.5,3.25,2.8,2.51,3.27,3.13
2014-08-16,West Brom,Sunderland,2.0,2.0,E0,2014-2015,,,,,,
2014-08-16,Rennes,Evian Thonon Gaillard,6.0,2.0,F1,2014-2015,1.73,3.5,5.0,1.79,3.58,5.22
2014-08-16,Paris SG,Bastia,2.0,0.0,F1,2014-2015,,,,,,
2014-08-16,Metz,Nantes,1.0,1.0,F1,2014-2015,2.38,3.0,3.2,2.4,3.14,3.46
2014-08-16,Lorient,Nice,0.0,0.0,F1,2014-2015,1.75,3.4,5.0,1.78,3.55,5.48
2014-08-16,Lens,Guingamp,0.0,1.0,F1,2014-2015,2.88,3.0,2.63,2.89,3.1,2.8
2014-08-16,Arsenal,Crystal Palace,2.0,1.0,E0,2014-2015,,,,,,
2014-08-16,West Ham,Tottenham,0.0,1.0,E0,2014-2015,,,,,,
2014-08-16,QPR,Hull,0.0,1.0,E0,2014-2015,2.5,3.3,3.1,2.48,3.26,3.22
2014-08-17,Newcastle,Man City,0.0,2.0,E0,2014-2015,,,,,,
2014-08-17,Liverpool,Southampton,2.0,1.0,E0,2014-2015,,,,,,
2014-08-17,Bordeaux,Monaco,4.0,1.0,F1,2014-2015,2.8,3.2,2.55,3.02,3.22,2.61
2014-08-17,Marseille,Montpellier,0.0,2.0,F1,2014-2015,1.55,3.75,6.5,1.59,3.98,6.9
2014-08-17,St Etienne,Reims,3.0,1.0,F1,2014-2015,,,,,,
2014-08-18,Burnley,Chelsea,1.0,3.0,E0,2014-2015,,,,,,
2014-08-22,Bayern Munich,Wolfsburg,2.0,1.0,D1,2014-2015,,,,,,
2014-08-22,Evian Thonon Gaillard,Paris SG,0.0,0.0,F1,2014-2015,,,,,,
2014-08-23,Everton,Arsenal,2.0,2.0,E0,2014-2015,,,,,,
2014-08-23,Southampton,West Brom,0.0,0.0,E0,2014-2015,,,,,,
2014-08-23,Swansea,Burnley,1.0,0.0,E0,2014-2015,,,,,,
2014-08-23,Crystal Palace,West Ham,1.0,3.0,E0,2014-2015,,,,,,
2014-08-23,Sevilla,Valencia,1.0,1.0,SP1,2014-2015,2.05,3.5,3.5,2.05,3.62,3.9
2014-08-23,Malaga,Ath Bilbao,1.0,0.0,SP1,2014-2015,,,,,,
2014-08-23,Granada,La Coruna,2.0,1.0,SP1,2014-2015,,,,,,
2014-08-23,Bastia,Toulouse,1.0,0.0,F1,2014-2015,2.9,3.1,2.5,2.84,3.35,2.68
2014-08-23,Guingamp,Marseille,0.0,1.0,F1,2014-2015,2.9,3.1,2.5,3.03,3.2,2.61
2014-08-23,Hoffenheim,Augsburg,2.0,0.0,D1,2014-2015,1.91,3.6,3.8,1.96,3.83,4.02
2014-08-23,Aston Villa,Newcastle,0.0,0.0,E0,2014-2015,,,,,,
2014-08-23,Montpellier,Metz,2.0,0.0,F1,2014-2015,1.85,3.5,4.2,1.92,3.37,4.82
2014-08-23,Nice,Bordeaux,1.0,3.0,F1,2014-2015,3.2,3.2,2.3,3.37,3.21,2.4
2014-08-23,Reims,Caen,0.0,2.0,F1,2014-2015,2.38,3.25,3.0,2.47,3.29,3.17
2014-08-23,Lille,Lorient,2.0,0.0,F1,2014-2015,1.75,3.4,5.0,1.79,3.55,5.44
2014-08-23,Chelsea,Leicester,2.0,0.0,E0,2014-2015,,,,,,
2014-08-23,Dortmund,Leverkusen,0.0,2.0,D1,2014-2015,,,,,,
2014-08-23,Ein Frankfurt,Freiburg,1.0,0.0,D1,2014-2015,,,,,,
2014-08-23,FC Koln,Hamburg,0.0,0.0,D1,2014-2015,,,,,,
2014-08-23,Hannover,Schalke 04,2.0,1.0,D1,2014-2015,,,,,,
2014-08-23,Hertha,Werder Bremen,2.0,2.0,D1,2014-2015,,,,,,
2014-08-23,Almeria,Espanol,1.0,1.0,SP1,2014-2015,,,,,,
2014-08-24,St Etienne,Rennes,0.0,0.0,F1,2014-2015,,,,,,
2014-08-24,Lyon,Lens,0.0,1.0,F1,2014-2015,1.44,4.33,7.0,1.53,4.09,7.74
2014-08-24,Celta,Getafe,3.0,1.0,SP1,2014-2015,,,,,,
2014-08-24,Eibar,Sociedad,1.0,0.0,SP1,2014-2015,3.25,3.4,2.2,3.53,3.37,2.27
2014-08-24,Levante,Villarreal,0.0,2.0,SP1,2014-2015,3.4,3.4,2.1,3.84,3.42,2.14
2014-08-24,Barcelona,Elche,3.0,0.0,SP1,2014-2015,1.1,9.0,21.0,1.1,13.15,29.7
2014-08-24,Nantes,Monaco,0.0,1.0,F1,2014-2015,3.5,3.3,2.1,3.74,3.23,2.23
2014-08-24,M'gladbach,Stuttgart,1.0,1.0,D1,2014-2015,,,,,,
2014-08-24,Tottenham,QPR,4.0,0.0,E0,2014-2015,,,,,,
2014-08-24,Sunderland,Man United,1.0,1.0,E0,2014-2015,,,,,,
2014-08-24,Paderborn,Mainz,2.0,2.0,D1,2014-2015,,,,,,
2014-08-24,Hull,Stoke,1.0,1.0,E0,2014-2015,2.5,3.25,3.2,2.48,3.18,3.31
2014-08-25,Man City,Liverpool,3.0,1.0,E0,2014-2015,,,,,,
2014-08-25,Real Madrid,Cordoba,2.0,0.0,SP1,2014-2015,1.06,11.0,29.0,1.07,16.85,33.5
2014-08-25,Vallecano,Ath Madrid,0.0,0.0,SP1,2014-2015,,,,,,
2014-08-29,Getafe,Almeria,1.0,0.0,SP1,2014-2015,,,,,,
2014-08-29,Valencia,Malaga,3.0,0.0,SP1,2014-2015,1.55,4.2,5.5,1.59,4.21,6.55
2014-08-29,Marseille,Nice,4.0,0.0,F1,2014-2015,1.5,4.0,7.0,1.55,4.12,7.65
2014-08-29,Augsburg,Dortmund,2.0,3.0,D1,2014-2015,4.5,3.75,1.73,5.11,4.0,1.74
2014-08-30,West Ham,Southampton,1.0,3.0,E0,2014-2015,,,,,,
2014-08-30,Swansea,West Brom,3.0,0.0,E0,2014-2015,,,,,,
2014-08-30,Ath Bilbao,Levante,3.0,0.0,SP1,2014-2015,,,,,,
2014-08-30,Espanol,Sevilla,1.0,2.0,SP1,2014-2015,2.5,3.2,2.88,2.53,3.35,3.06
2014-08-30,Cordoba,Celta,1.0,1.0,SP1,2014-2015,,,,,,
2014-08-30,Ath Madrid,Eibar,2.0,1.0,SP1,2014-2015,,,,,,
2014-08-30,Newcastle,Crystal Palace,3.0,3.0,E0,2014-2015,,,,,,
2014-08-30,Burnley,Man United,0.0,0.0,E0,2014-2015,,,,,,
2014-08-30,QPR,Sunderland,1.0,0.0,E0,2014-2015,2.4,3.25,3.3,2.43,3.23,3.35
2014-08-30,Caen,Rennes,0.0,1.0,F1,2014-2015,2.63,3.1,2.75,2.72,3.16,2.93
2014-08-30,Lorient,Guingamp,4.0,0.0,F1,2014-2015,2.1,3.2,3.6,2.17,3.13,4.1
2014-08-30,Everton,Chelsea,3.0,6.0,E0,2014-2015,,,,,,
2014-08-30,Toulouse,Evian Thonon Gaillard,1.0,0.0,F1,2014-2015,1.75,3.4,5.0,1.8,3.61,5.18
2014-08-30,Nantes,Montpellier,1.0,0.0,F1,2014-2015,2.25,3.1,3.4,2.36,3.04,3.68
2014-08-30,Roma,Fiorentina,2.0,0.0,I1,2014-2015,,,,,,
2014-08-30,Lens,Reims,4.0,2.0,F1,2014-2015,2.1,3.2,3.6,2.18,3.27,3.84
2014-08-30,Wolfsburg,Ein Frankfurt,2.0,2.0,D1,2014-2015,,,,,,
2014-08-30,Werder Bremen,Hoffenheim,1.0,1.0,D1,2014-2015,,,,,,
2014-08-30,Chievo,Juventus,0.0,1.0,I1,2014-2015,7.0,4.0,1.5,7.75,4.12,1.54
2014-08-30,Schalke 04,Bayern Munich,1.0,1.0,D1,2014-2015,,,,,,
2014-08-30,Leverkusen,Hertha,4.0,2.0,D1,2014-2015,,,,,,
2014-08-30,Hamburg,Paderborn,0.0,3.0,D1,2014-2015,1.67,3.8,5.0,1.76,3.96,5.04
2014-08-30,Monaco,Lille,1.0,1.0,F1,2014-2015,1.95,3.2,4.2,1.98,3.35,4.6
2014-08-30,Stuttgart,FC Koln,0.0,2.0,D1,2014-2015,,,,,,
2014-08-30,Man City,Stoke,0.0,1.0,E0,2014-2015,,,,,,
2014-08-31,Aston Villa,Hull,2.0,1.0,E0,2014-2015,,,,,,
2014-08-31,Leicester,Arsenal,1.0,1.0,E0,2014-2015,,,,,,
2014-08-31,Udinese,Empoli,2.0,0.0,I1,2014-2015,1.8,3.5,4.5,1.83,3.64,5.04
2014-08-31,Mainz,Hannover,0.0,0.0,D1,2014-2015,,,,,,
2014-08-31,Bordeaux,Bastia,1.0,1.0,F1,2014-2015,1.62,3.6,6.0,1.63,3.76,6.79
2014-08-31,Metz,Lyon,2.0,1.0,F1,2014-2015,2.8,3.1,2.6,2.91,3.11,2.77
2014-08-31,Paris SG,St Etienne,5.0,0.0,F1,2014-2015,,,,,,
2014-08-31,Freiburg,M'gladbach,0.0,0.0,D1,2014-2015,,,,,,
2014-08-31,Elche,Granada,1.0,1.0,SP1,2014-2015,2.2,3.2,3.4,2.32,3.28,3.53
2014-08-31,Milan,Lazio,3.0,1.0,I1,2014-2015,,,,,,
2014-08-31,Genoa,Napoli,1.0,2.0,I1,2014-2015,3.9,3.4,1.95,4.0,3.58,2.04
2014-08-31,Palermo,Sampdoria,1.0,1.0,I1,2014-2015,2.2,3.25,3.3,2.24,3.29,3.7
2014-08-31,Cesena,Parma,1.0,0.0,I1,2014-2015,3.1,3.2,2.35,3.43,3.2,2.4
2014-08-31,Atalanta,Verona,0.0,0.0,I1,2014-2015,,,,,,
2014-08-31,Sassuolo,Cagliari,1.0,1.0,I1,2014-2015,2.3,3.4,3.0,2.32,3.57,3.24
2014-08-31,Torino,Inter,0.0,0.0,I1,2014-2015,,,,,,
2014-08-31,Tottenham,Liverpool,0.0,3.0,E0,2014-2015,,,,,,
2014-08-31,Villarreal,Barcelona,0.0,1.0,SP1,2014-2015,5.0,4.2,1.57,5.58,4.48,1.62
2014-08-31,Sociedad,Real Madrid,4.0,2.0,SP1,2014-2015,7.5,5.0,1.36,8.75,5.34,1.39
2014-08-31,La Coruna,Vallecano,2.0,2.0,SP1,2014-2015,,,,,,
2014-09-12,Leverkusen,Werder Bremen,3.0,3.0,D1,2014-2015,,,,,,
2014-09-12,Almeria,Cordoba,1.0,1.0,SP1,2014-2015,,,,,,
2014-09-12,Lyon,Monaco,2.0,1.0,F1,2014-2015,2.5,3.1,2.9,2.66,3.15,3.05
2014-09-13,Bastia,Lens,1.0,1.0,F1,2014-2015,1.95,3.2,4.2,2.1,3.3,4.07
2014-09-13,Southampton,Newcastle,4.0,0.0,E0,2014-2015,,,,,,
2014-09-13,West Brom,Everton,0.0,2.0,E0,2014-2015,,,,,,
2014-09-13,Sunderland,Tottenham,2.0,2.0,E0,2014-2015,,,,,,
2014-09-13,Montpellier,Lorient,1.0,0.0,F1,2014-2015,2.05,3.1,3.9,2.13,3.18,4.14
2014-09-13,Liverpool,Aston Villa,0.0,1.0,E0,2014-2015,,,,,,
2014-09-13,Crystal Palace,Burnley,0.0,0.0,E0,2014-2015,,,,,,
2014-09-13,Chelsea,Swansea,4.0,2.0,E0,2014-2015,,,,,,
2014-09-13,Arsenal,Man City,2.0,2.0,E0,2014-2015,,,,,,
2014-09-13,Stoke,Leicester,0.0,1.0,E0,2014-2015,,,,,,
2014-09-13,Nice,Metz,1.0,0.0,F1,2014-2015,2.25,3.1,3.4,2.28,3.11,3.77
2014-09-13,Empoli,Roma,0.0,1.0,I1,2014-2015,,,,,,
2014-09-13,Rennes,Paris SG,1.0,1.0,F1,2014-2015,,,,,,
2014-09-13,Real Madrid,Ath Madrid,1.0,2.0,SP1,2014-2015,,,,,,
2014-09-13,Reims,Toulouse,2.0,0.0,F1,2014-2015,2.88,3.3,2.4,3.16,3.13,2.57
2014-09-13,Celta,Sociedad,2.0,2.0,SP1,2014-2015,,,,,,
2014-09-13,Barcelona,Ath Bilbao,2.0,0.0,SP1,2014-2015,,,,,,
2014-09-13,Juventus,Udinese,2.0,0.0,I1,2014-2015,1.4,4.5,8.0,1.42,4.84,9.3
2014-09-13,St Etienne,Caen,1.0,0.0,F1,2014-2015,,,,,,
2014-09-13,Bayern Munich,Stuttgart,2.0,0.0,D1,2014-2015,,,,,,
2014-09-13,Malaga,Levante,0.0,0.0,SP1,2014-2015,1.62,3.6,6.0,1.61,3.93,6.94
2014-09-13,Hertha,Mainz,1.0,3.0,D1,2014-2015,,,,,,
2014-09-13,Hoffenheim,Wolfsburg,1.0,1.0,D1,2014-2015,,,,,,
2014-09-13,Dortmund,Freiburg,3.0,1.0,D1,2014-2015,1.25,6.0,10.0,1.28,6.5,11.6
2014-09-13,M'gladbach,Schalke 04,4.0,1.0,D1,2014-2015,,,,,,
2014-09-13,Paderborn,FC Koln,0.0,0.0,D1,2014-2015,,,,,,
2014-09-14,Fiorentina,Genoa,0.0,0.0,I1,2014-2015,1.57,3.8,6.0,1.56,4.25,6.98
2014-09-14,Inter,Sassuolo,7.0,0.0,I1,2014-2015,,,,,,
2014-09-14,Lazio,Cesena,3.0,0.0,I1,2014-2015,1.33,5.0,9.0,1.35,5.17,11.74
2014-09-14,Napoli,Chievo,0.0,1.0,I1,2014-2015,1.36,4.75,8.0,1.39,4.93,10.3
2014-09-14,Parma,Milan,4.0,5.0,I1,2014-2015,,,,,,
2014-09-14,Sampdoria,Torino,2.0,0.0,I1,2014-2015,2.4,3.1,3.1,2.5,3.22,3.24
2014-09-14,Vallecano,Elche,2.0,3.0,SP1,2014-2015,1.73,3.5,5.0,1.77,3.78,5.27
2014-09-14,Sevilla,Getafe,2.0,0.0,SP1,2014-2015,1.44,4.33,7.0,1.46,4.63,8.42
2014-09-14,Granada,Villarreal,0.0,0.0,SP1,2014-2015,3.5,3.2,2.15,3.88,3.28,2.19
2014-09-14,Valencia,Espanol,3.0,1.0,SP1,2014-2015,1.62,3.75,5.5,1.64,4.04,6.14
2014-09-14,Hannover,Hamburg,2.0,0.0,D1,2014-2015,2.2,3.4,3.2,2.19,3.6,3.5
2014-09-14,Man United,QPR,4.0,0.0,E0,2014-2015,,,,,,
2014-09-14,Evian Thonon Gaillard,Marseille,1.0,3.0,F1,2014-2015,3.8,3.1,2.1,3.8,3.32,2.17
2014-09-14,Guingamp,Bordeaux,2.0,1.0,F1,2014-2015,2.75,2.88,2.8,2.85,3.04,2.9
2014-09-14,Lille,Nantes,2.0,0.0,F1,2014-2015,1.73,3.4,5.25,1.79,3.43,5.77
2014-09-14,Cagliari,Atalanta,1.0,2.0,I1,2014-2015,2.25,3.4,3.1,2.34,3.48,3.29
2014-09-14,Ein Frankfurt,Augsburg,0.0,1.0,D1,2014-2015,,,,,,
2014-09-15,Verona,Palermo,2.0,1.0,I1,2014-2015,,,,,,
2014-09-15,Eibar,La Coruna,0.0,1.0,SP1,2014-2015,,,,,,
2014-09-15,Hull,West Ham,2.0,2.0,E0,2014-2015,,,,,,
2014-09-19,Freiburg,Hertha,2.0,2.0,D1,2014-2015,,,,,,
2014-09-19,Bordeaux,Evian Thonon Gaillard,2.0,1.0,F1,2014-2015,1.53,3.8,6.5,1.56,4.2,7.2
2014-09-19,Elche,Eibar,0.0,2.0,SP1,2014-2015,2.15,3.0,3.8,2.23,3.13,3.98
2014-09-20,Ath Bilbao,Granada,0.0,1.0,SP1,2014-2015,,,,,,
2014-09-20,Ath Madrid,Celta,2.0,2.0,SP1,2014-2015,,,,,,
2014-09-20,Espanol,Malaga,2.0,2.0,SP1,2014-2015,2.0,3.3,3.75,2.19,3.35,3.78
2014-09-20,La Coruna,Real Madrid,2.0,8.0,SP1,2014-2015,,,,,,
2014-09-20,Toulouse,Caen,3.0,3.0,F1,2014-2015,2.25,3.1,3.4,2.35,3.05,3.64
2014-09-20,Lorient,Reims,0.0,1.0,F1,2014-2015,1.75,3.4,5.0,1.76,3.61,5.51
2014-09-20,Marseille,Rennes,3.0,0.0,F1,2014-2015,1.57,3.75,6.0,1.6,3.99,6.7
2014-09-20,Nantes,Nice,2.0,1.0,F1,2014-2015,1.83,3.25,4.75,1.84,3.41,5.32
2014-09-20,Metz,Bastia,3.0,1.0,F1,2014-2015,2.2,3.2,3.4,2.18,3.17,3.99
2014-09-20,West Ham,Liverpool,3.0,1.0,E0,2014-2015,,,,,,
2014-09-20,Swansea,Southampton,0.0,1.0,E0,2014-2015,,,,,,
2014-09-20,Augsburg,Werder Bremen,4.0,2.0,D1,2014-2015,,,,,,
2014-09-20,QPR,Stoke,2.0,2.0,E0,2014-2015,2.8,3.25,2.8,2.77,3.15,2.91
2014-09-20,Milan,Juventus,0.0,1.0,I1,2014-2015,,,,,,
2014-09-20,Newcastle,Hull,2.0,2.0,E0,2014-2015,,,,,,
2014-09-20,Hamburg,Bayern Munich,0.0,0.0,D1,2014-2015,10.0,6.0,1.25,11.8,6.25,1.29
2014-09-20,Mainz,Dortmund,2.0,0.0,D1,2014-2015,,,,,,
2014-09-20,Paderborn,Hannover,2.0,0.0,D1,2014-2015,2.8,3.25,2.5,3.0,3.51,2.49
2014-09-20,Schalke 04,Ein Frankfurt,2.0,2.0,D1,2014-2015,,,,,,
2014-09-20,Stuttgart,Hoffenheim,0.0,2.0,D1,2014-2015,,,,,,
2014-09-20,Cesena,Empoli,2.0,2.0,I1,2014-2015,2.8,3.0,2.7,2.92,3.09,2.83
2014-09-20,Burnley,Sunderland,0.0,0.0,E0,2014-2015,,,,,,
2014-09-20,Aston Villa,Arsenal,0.0,3.0,E0,2014-2015,,,,,,
2014-09-21,Leicester,Man United,5.0,3.0,E0,2014-2015,,,,,,
2014-09-21,FC Koln,M'gladbach,0.0,0.0,D1,2014-2015,,,,,,
2014-09-21,Wolfsburg,Leverkusen,4.0,1.0,D1,2014-2015,,,,,,
2014-09-21,Everton,Crystal Palace,2.0,3.0,E0,2014-2015,,,,,,
2014-09-21,Palermo,Inter,1.0,1.0,I1,2014-2015,,,,,,
2014-09-21,Genoa,Lazio,1.0,0.0,I1,2014-2015,3.0,3.0,2.5,3.19,3.17,2.56
2014-09-21,Chievo,Parma,2.0,3.0,I1,2014-2015,2.9,3.1,2.5,3.01,3.16,2.69
2014-09-21,Villarreal,Vallecano,4.0,2.0,SP1,2014-2015,1.53,3.8,6.5,1.56,4.37,6.71
2014-09-21,Sociedad,Almeria,1.0,2.0,SP1,2014-2015,,,,,,
2014-09-21,Roma,Cagliari,2.0,0.0,I1,2014-2015,,,,,,
2014-09-21,Levante,Barcelona,0.0,5.0,SP1,2014-2015,15.0,7.5,1.18,18.43,7.84,1.19
2014-09-21,Cordoba,Sevilla,1.0,3.0,SP1,2014-2015,3.8,3.3,2.0,4.41,3.5,1.97
2014-09-21,Man City,Chelsea,1.0,1.0,E0,2014-2015,,,,,,
2014-09-21,Tottenham,West Brom,0.0,1.0,E0,2014-2015,,,,,,
2014-09-21,Torino,Verona,0.0,1.0,I1,2014-2015,,,,,,
2014-09-21,Udinese,Napoli,1.0,0.0,I1,2014-2015,3.3,3.25,2.2,3.58,3.46,2.22
2014-09-21,Atalanta,Fiorentina,0.0,1.0,I1,2014-2015,3.25,3.1,2.3,3.57,3.19,2.34
2014-09-21,Lens,St Etienne,0.0,1.0,F1,2014-2015,,,,,,
2014-09-21,Lille,Montpellier,0.0,0.0,F1,2014-2015,1.8,3.4,4.75,1.81,3.36,5.66
2014-09-21,Monaco,Guingamp,1.0,0.0,F1,2014-2015,1.57,3.7,6.5,1.58,3.97,7.08
2014-09-21,Paris SG,Lyon,1.0,1.0,F1,2014-2015,,,,,,
2014-09-21,Sassuolo,Sampdoria,0.0,0.0,I1,2014-2015,2.63,3.2,2.7,2.7,3.31,2.88
2014-09-22,Getafe,Valencia,0.0,3.0,SP1,2014-2015,3.6,3.3,2.05,4.03,3.51,2.05
2014-09-23,Werder Bremen,Schalke 04,0.0,3.0,D1,2014-2015,,,,,,
2014-09-23,Hoffenheim,Freiburg,3.0,3.0,D1,2014-2015,1.62,4.0,5.25,1.71,4.18,5.07
2014-09-23,Ein Frankfurt,Mainz,2.0,2.0,D1,2014-2015,,,,,,
2014-09-23,Celta,La Coruna,2.0,1.0,SP1,2014-2015,,,,,,
2014-09-23,Real Madrid,Elche,5.0,1.0,SP1,2014-2015,1.08,12.0,23.0,1.09,13.49,38.06
2014-09-23,Bayern Munich,Paderborn,4.0,0.0,D1,2014-2015,1.11,9.0,21.0,1.14,10.33,23.41
2014-09-23,Empoli,Milan,2.0,2.0,I1,2014-2015,,,,,,
2014-09-23,Rennes,Toulouse,0.0,3.0,F1,2014-2015,2.25,3.25,3.25,2.36,3.37,3.34
2014-09-23,Reims,Marseille,0.0,5.0,F1,2014-2015,4.0,3.3,1.95,4.38,3.34,2.03
2014-09-24,Sampdoria,Chievo,2.0,1.0,I1,2014-2015,1.91,3.3,4.2,1.94,3.42,4.71
2014-09-24,Verona,Genoa,2.0,2.0,I1,2014-2015,,,,,,
2014-09-24,Napoli,Palermo,3.0,3.0,I1,2014-2015,1.44,4.33,7.0,1.44,4.72,8.93
2014-09-24,Juventus,Cesena,3.0,0.0,I1,2014-2015,1.13,8.0,19.0,1.14,9.67,27.49
2014-09-24,Cagliari,Torino,1.0,2.0,I1,2014-2015,2.55,3.3,2.7,2.59,3.44,2.91
2014-09-24,Parma,Roma,1.0,2.0,I1,2014-2015,,,,,,
2014-09-24,Fiorentina,Sassuolo,0.0,0.0,I1,2014-2015,1.44,4.33,7.0,1.48,4.65,7.86
2014-09-24,Inter,Atalanta,2.0,0.0,I1,2014-2015,,,,,,
2014-09-24,Eibar,Villarreal,1.0,1.0,SP1,2014-2015,3.4,3.0,2.3,3.62,3.18,2.33
2014-09-24,Granada,Levante,0.0,1.0,SP1,2014-2015,1.5,3.9,7.0,1.57,4.15,7.02
2014-09-24,Leverkusen,Augsburg,1.0,0.0,D1,2014-2015,,,,,,
2014-09-24,Malaga,Barcelona,0.0,0.0,SP1,2014-2015,9.0,5.0,1.33,9.43,5.45,1.37
2014-09-24,Sevilla,Sociedad,1.0,0.0,SP1,2014-2015,1.8,3.6,4.33,1.79,4.0,4.7
2014-09-24,Vallecano,Ath Bilbao,2.0,1.0,SP1,2014-2015,,,,,,
2014-09-24,Bastia,Nantes,0.0,0.0,F1,2014-2015,2.4,3.2,3.0,2.41,3.21,3.35
2014-09-24,Caen,Paris SG,0.0,2.0,F1,2014-2015,,,,,,
2014-09-24,Evian Thonon Gaillard,Lens,2.0,1.0,F1,2014-2015,2.1,3.25,3.6,2.15,3.36,3.75
2014-09-24,Guingamp,Metz,0.0,1.0,F1,2014-2015,2.05,3.3,3.6,2.15,3.16,4.1
2014-09-24,Lyon,Lorient,4.0,0.0,F1,2014-2015,1.73,3.4,5.25,1.73,3.71,5.72
2014-09-24,Montpellier,Monaco,0.0,1.0,F1,2014-2015,3.0,3.2,2.38,3.26,3.23,2.48
2014-09-24,Nice,Lille,1.0,0.0,F1,2014-2015,3.6,3.2,2.1,4.01,3.21,2.16
2014-09-24,Hertha,Wolfsburg,1.0,0.0,D1,2014-2015,,,,,,
2014-09-24,Almeria,Ath Madrid,0.0,1.0,SP1,2014-2015,,,,,,
2014-09-24,M'gladbach,Hamburg,1.0,0.0,D1,2014-2015,,,,,,
2014-09-24,Dortmund,Stuttgart,2.0,2.0,D1,2014-2015,,,,,,
2014-09-24,Hannover,FC Koln,1.0,0.0,D1,2014-2015,,,,,,
2014-09-25,Valencia,Cordoba,3.0,0.0,SP1,2014-2015,1.33,5.0,8.5,1.37,5.24,10.32
2014-09-25,Espanol,Getafe,2.0,0.0,SP1,2014-2015,1.67,3.6,5.5,1.72,3.77,5.7
2014-09-25,St Etienne,Bordeaux,1.0,1.0,F1,2014-2015,,,,,,
2014-09-25,Lazio,Udinese,0.0,1.0,I1,2014-2015,1.8,3.5,4.5,1.86,3.63,4.83
2014-09-26,Elche,Celta,0.0,1.0,SP1,2014-2015,,,,,,
2014-09-26,Mainz,Hoffenheim,0.0,0.0,D1,2014-2015,,,,,,
2014-09-27,Roma,Verona,2.0,0.0,I1,2014-2015,,,,,,
2014-09-27,Lille,Bastia,1.0,0.0,F1,2014-2015,1.53,3.8,6.5,1.57,3.85,7.76
2014-09-27,Ath Madrid,Sevilla,4.0,0.0,SP1,2014-2015,,,,,,
2014-09-27,Atalanta,Juventus,0.0,3.0,I1,2014-2015,6.5,3.8,1.55,7.46,4.08,1.56
2014-09-27,Sunderland,Swansea,0.0,0.0,E0,2014-2015,2.9,3.3,2.63,2.96,3.23,2.69
2014-09-27,Southampton,QPR,2.0,1.0,E0,2014-2015,,,,,,
2014-09-27,Man United,West Ham,2.0,1.0,E0,2014-2015,,,,,,
2014-09-27,Hull,Man City,2.0,4.0,E0,2014-2015,,,,,,
2014-09-27,Lorient,Evian Thonon Gaillard,0.0,2.0,F1,2014-2015,1.85,3.4,4.33,1.99,3.4,4.38
2014-09-27,Crystal Palace,Leicester,2.0,0.0,E0,2014-2015,,,,,,
2014-09-27,Villarreal,Real Madrid,0.0,2.0,SP1,2014-2015,5.25,4.0,1.62,5.44,4.27,1.66
2014-09-27,Levante,Vallecano,0.0,2.0,SP1,2014-2015,3.0,3.2,2.4,2.98,3.41,2.56
2014-09-27,Arsenal,Tottenham,1.0,1.0,E0,2014-2015,,,,,,
2014-09-27,Chelsea,Aston Villa,3.0,0.0,E0,2014-2015,,,,,,
2014-09-27,Ath Bilbao,Eibar,0.0,0.0,SP1,2014-2015,,,,,,
2014-09-27,Liverpool,Everton,1.0,1.0,E0,2014-2015,,,,,,
2014-09-27,Metz,Reims,3.0,0.0,F1,2014-2015,2.0,3.2,4.0,2.01,3.38,4.31
2014-09-27,Barcelona,Granada,6.0,0.0,SP1,2014-2015,1.13,8.5,17.0,1.14,10.0,23.75
2014-09-27,Montpellier,Guingamp,2.0,1.0,F1,2014-2015,2.0,3.2,4.0,2.01,3.3,4.47
2014-09-27,Toulouse,Paris SG,1.0,1.0,F1,2014-2015,,,,,,
2014-09-27,Wolfsburg,Werder Bremen,2.0,1.0,D1,2014-2015,,,,,,
2014-09-27,Stuttgart,Hannover,1.0,0.0,D1,2014-2015,,,,,,
